start_date,end_date,day_index,date,price_usd,weight
2023-01-01T00:00:00.000000,2023-12-31T00:00:00.000000,0.0,2023-01-01T00:00:00.000000,16607.85999999965,0.004022039157504919
2023-01-01T00:00:00.000000,2023-12-31T00:00:00.000000,1.0,2023-01-02T00:00:00.000000,16668.7299999997,0.004010151342186558
2023-01-01T00:00:00.000000,2023-12-31T00:00:00.000000,2.0,2023-01-03T00:00:00.000000,16667.849999999744,0.003995012366253958
2023-01-01T00:00:00.000000,2023-12-31T00:00:00.000000,3.0,2023-01-04T00:00:00.000000,16853.319999999912,0.003972777576086252
2023-01-01T00:00:00.000000,2023-12-31T00:00:00.000000,4.0,2023-01-05T00:00:00.000000,16825.98999999953,0.003954969830427556
2023-01-01T00:00:00.000000,2023-12-31T00:00:00.000000,5.0,2023-01-06T00:00:00.000000,16953.44999999993,0.00393476861051299
2023-01-01T00:00:00.000000,2023-12-31T00:00:00.000000,6.0,2023-01-07T00:00:00.000000,16945.9099999999,0.00391493902090657
2023-01-01T00:00:00.000000,2023-12-31T00:00:00.000000,7.0,2023-01-08T00:00:00.000000,17052.009999999915,0.0038943055350045925
2023-01-01T00:00:00.000000,2023-12-31T00:00:00.000000,8.0,2023-01-09T00:00:00.000000,17188.52999999999,0.003873551531125253
2023-01-01T00:00:00.000000,2023-12-31T00:00:00.000000,9.0,2023-01-10T00:00:00.000000,17432.629999999954,0.0038457781578488033
2023-01-01T00:00:00.000000,2023-12-31T00:00:00.000000,10.0,2023-01-11T00:00:00.000000,17893.879999999932,0.0038099376891643044
2023-01-01T00:00:00.000000,2023-12-31T00:00:00.000000,11.0,2023-01-12T00:00:00.000000,18857.499999999716,0.003752033195474363
2023-01-01T00:00:00.000000,2023-12-31T00:00:00.000000,12.0,2023-01-13T00:00:00.000000,19851.5199999999,0.003733438595819219
2023-01-01T00:00:00.000000,2023-12-31T00:00:00.000000,13.0,2023-01-14T00:00:00.000000,20978.939999999842,0.003652410051978826
2023-01-01T00:00:00.000000,2023-12-31T00:00:00.000000,14.0,2023-01-15T00:00:00.000000,20884.13999999972,0.0035680914613700097
2023-01-01T00:00:00.000000,2023-12-31T00:00:00.000000,15.0,2023-01-16T00:00:00.000000,21165.759999999984,0.0034799063592188453
2023-01-01T00:00:00.000000,2023-12-31T00:00:00.000000,16.0,2023-01-17T00:00:00.000000,21187.859999999502,0.003402112226835952
2023-01-01T00:00:00.000000,2023-12-31T00:00:00.000000,17.0,2023-01-18T00:00:00.000000,20669.289999999884,0.003352138333246089
2023-01-01T00:00:00.000000,2023-12-31T00:00:00.000000,18.0,2023-01-19T00:00:00.000000,21084.219999999626,0.0033117229575438073
2023-01-01T00:00:00.000000,2023-12-31T00:00:00.000000,19.0,2023-01-20T00:00:00.000000,22691.63999999979,0.0031915681411374135
2023-01-01T00:00:00.000000,2023-12-31T00:00:00.000000,20.0,2023-01-21T00:00:00.000000,22800.8699999998,0.003112880853328135
2023-01-01T00:00:00.000000,2023-12-31T00:00:00.000000,21.0,2023-01-22T00:00:00.000000,22692.539999999954,0.003047910776243852
2023-01-01T00:00:00.000000,2023-12-31T00:00:00.000000,22.0,2023-01-23T00:00:00.000000,22923.519999999484,0.00298664084170012
2023-01-01T00:00:00.000000,2023-12-31T00:00:00.000000,23.0,2023-01-24T00:00:00.000000,22626.619999999508,0.002934695948597727
2023-01-01T00:00:00.000000,2023-12-31T00:00:00.000000,24.0,2023-01-25T00:00:00.000000,23084.8799999997,0.00285895593124728
2023-01-01T00:00:00.000000,2023-12-31T00:00:00.000000,25.0,2023-01-26T00:00:00.000000,23013.559999999565,0.002797570510361908
2023-01-01T00:00:00.000000,2023-12-31T00:00:00.000000,26.0,2023-01-27T00:00:00.000000,23075.6199999996,0.002779922289969667
2023-01-01T00:00:00.000000,2023-12-31T00:00:00.000000,27.0,2023-01-28T00:00:00.000000,23004.879999999903,0.0027864102270697953
2023-01-01T00:00:00.000000,2023-12-31T00:00:00.000000,28.0,2023-01-29T00:00:00.000000,23776.389999999712,0.002786904491458872
