status,momentum_lookback,sma_lookback,regime_lookback,fallback_strategy,total_lookback,train_windows,train_improvement_pct,train_extra_spd_sum_vs_dca,train_win_rate_pct,train_strategy_sats,train_dca_sats,train_fallback_days,error
success,30,150,180,stacksats_mvrv_weight,360,6,-0.48900152375198624,-247.00813755956187,66.66666666666666,50265746.02818061,50512754.16574016,76,
success,30,150,180,stacksats_momentum_weight,360,6,-0.5812201926289173,-293.59032706428843,66.66666666666666,50219163.83867588,50512754.16574016,76,
success,30,150,200,sma_150d_weight,380,6,-0.4435357332737144,-224.04211458576174,66.66666666666666,50288712.05115441,50512754.16574016,75,
success,30,150,200,stacksats_mvrv_weight,380,6,-0.5007448850535057,-252.94003278459422,66.66666666666666,50259814.13295558,50512754.16574016,75,
success,30,150,200,stacksats_momentum_weight,380,6,-0.5800776340593061,-293.01318926281965,66.66666666666666,50219740.976477355,50512754.16574016,75,
success,30,150,210,sma_150d_weight,390,6,-0.41500359015325117,-209.62974327310803,66.66666666666666,50303124.42246706,50512754.16574016,71,
success,30,150,210,stacksats_mvrv_weight,390,6,-0.5449119532602853,-275.25003537010343,66.66666666666666,50237504.13037007,50512754.16574016,71,
success,30,150,210,stacksats_momentum_weight,390,6,-0.5806057352211069,-293.27994770442456,66.66666666666666,50219474.21803575,50512754.16574016,71,
success,30,150,240,sma_150d_weight,420,6,-0.319630651882008,-161.45424542351248,66.66666666666666,50351299.92031667,50512754.16574016,83,
success,30,150,240,stacksats_mvrv_weight,420,6,-0.5937162532061335,-299.9024314240596,66.66666666666666,50212851.73431612,50512754.16574016,83,
success,30,150,240,stacksats_momentum_weight,420,6,-0.533752454453229,-269.6130651715648,66.66666666666666,50243141.100568615,50512754.16574016,83,
success,30,150,270,sma_150d_weight,450,6,-0.2653391388263593,-134.0301069008492,66.66666666666666,50378724.05883932,50512754.16574016,78,
success,30,150,270,stacksats_mvrv_weight,450,6,-0.5832653193839632,-294.62337691443827,66.66666666666666,50218130.78882575,50512754.16574016,78,
success,30,150,270,stacksats_momentum_weight,450,6,-0.5077496838066242,-256.47834955856524,66.66666666666666,50256275.81618161,50512754.16574016,78,
success,30,150,300,sma_150d_weight,480,6,2.211869017181134,1117.2759591168797,66.66666666666666,51630030.12485704,50512754.16574016,73,
success,30,150,300,stacksats_mvrv_weight,480,6,1.9025289530369527,961.0197729795836,66.66666666666666,51473773.93871976,50512754.16574016,73,
success,30,150,300,stacksats_momentum_weight,480,6,1.9640684710863665,992.1050784466643,66.66666666666666,51504859.24418683,50512754.16574016,73,
success,30,150,340,sma_150d_weight,520,6,2.2308715537719292,1126.874663710245,66.66666666666666,51639628.82945042,50512754.16574016,72,
success,30,150,340,stacksats_mvrv_weight,520,6,1.9221364777411987,970.9240737314249,66.66666666666666,51483678.23947161,50512754.16574016,72,
success,30,150,340,stacksats_momentum_weight,520,6,1.9832545293325454,1001.7964848826596,66.66666666666666,51514550.65062283,50512754.16574016,72,
success,30,180,60,sma_180d_weight,270,6,2.044849666223736,1032.909884958557,83.33333333333334,51545664.05069872,50512754.16574016,5,
success,30,180,60,stacksats_mvrv_weight,270,6,1.875959849708031,947.5989871310012,83.33333333333334,51460353.15287116,50512754.16574016,5,
success,30,180,60,stacksats_momentum_weight,270,6,1.9711205169750778,995.66726105009,83.33333333333334,51508421.42679025,50512754.16574016,5,
success,30,180,90,sma_180d_weight,300,6,1.5126978121666967,764.1053271302953,83.33333333333334,51276859.492870465,50512754.16574016,24,
success,30,180,90,stacksats_mvrv_weight,300,6,1.3558348904686879,684.8695451157837,83.33333333333334,51197623.71085595,50512754.16574016,24,
success,30,180,90,stacksats_momentum_weight,300,6,1.427104687262526,720.86988236467,83.33333333333334,51233624.04810483,50512754.16574016,24,
success,30,180,120,sma_180d_weight,330,6,0.7924660518879856,400.2964286371207,83.33333333333334,50913050.594377294,50512754.16574016,14,
success,30,180,120,stacksats_mvrv_weight,330,6,0.6390893048757507,322.82160947142256,83.33333333333334,50835575.7752116,50512754.16574016,14,
success,30,180,120,stacksats_momentum_weight,330,6,0.718279890079554,362.8229550978358,83.33333333333334,50875577.12083801,50512754.16574016,14,
success,30,180,150,sma_180d_weight,360,6,0.44483492513267553,224.698372175626,83.33333333333334,50737452.537915796,50512754.16574016,13,
success,30,180,150,stacksats_mvrv_weight,360,6,0.2887108003488903,145.83577683017938,83.33333333333334,50658589.94257036,50512754.16574016,13,
success,30,180,150,stacksats_momentum_weight,360,6,0.3693213778859672,186.55439969305735,83.33333333333334,50699308.565433234,50512754.16574016,13,
success,30,180,180,sma_180d_weight,390,6,0.339502663258906,171.49214567811578,83.33333333333334,50684246.311418295,50512754.16574016,13,
success,30,180,180,stacksats_mvrv_weight,390,6,0.1861358333872909,94.02233593327401,83.33333333333334,50606776.501673445,50512754.16574016,13,
success,30,180,180,stacksats_momentum_weight,390,6,0.2651765418948182,133.94797471254424,83.33333333333334,50646702.14045272,50512754.16574016,13,
success,30,180,200,sma_180d_weight,410,6,0.25633403851432757,129.48138271785137,83.33333333333334,50642235.548458025,50512754.16574016,13,
success,30,180,200,stacksats_mvrv_weight,410,6,0.10377936098726614,52.42181349027669,83.33333333333334,50565175.97923045,50512754.16574016,13,
success,30,180,200,stacksats_momentum_weight,410,6,0.18192660779696723,91.89614015855477,83.33333333333334,50604650.305898726,50512754.16574016,13,
success,30,180,210,sma_180d_weight,420,6,0.2886495862596927,145.8048559077797,83.33333333333334,50658559.021647945,50512754.16574016,13,
success,30,180,210,stacksats_mvrv_weight,420,6,0.1358396748586843,68.61636102090415,83.33333333333334,50581370.52676108,50512754.16574016,13,
success,30,180,210,stacksats_momentum_weight,420,6,0.21437478879358096,108.28661005663162,83.33333333333334,50621040.775796816,50512754.16574016,13,
success,30,180,240,sma_180d_weight,450,6,0.46160392431664476,233.16885550947336,83.33333333333334,50745923.021249644,50512754.16574016,13,
success,30,180,240,stacksats_mvrv_weight,450,6,0.3085648842559241,155.8646214259934,83.33333333333334,50668618.78716616,50512754.16574016,13,
success,30,180,240,stacksats_momentum_weight,450,6,0.38731130465969876,195.64160717887717,83.33333333333334,50708395.77291906,50512754.16574016,13,
success,30,180,270,sma_180d_weight,480,6,0.7213474144271759,364.37244613051735,83.33333333333334,50877126.6118707,50512754.16574016,41,
success,30,180,270,stacksats_mvrv_weight,480,6,0.5792724226337143,292.60645479489904,83.33333333333334,50805360.620535076,50512754.16574016,41,
success,30,180,270,stacksats_momentum_weight,480,6,0.6954399661442068,351.28588046873483,83.33333333333334,50864040.04620891,50512754.16574016,41,
success,30,180,300,sma_180d_weight,510,6,0.789258986656205,398.6764516606636,83.33333333333334,50911430.61740084,50512754.16574016,79,
success,30,180,300,stacksats_mvrv_weight,510,6,0.603664800283088,304.927716552098,83.33333333333334,50817681.88229227,50512754.16574016,79,
success,30,180,300,stacksats_momentum_weight,510,6,0.672627894569855,339.7628748342613,83.33333333333334,50852517.04057444,50512754.16574016,79,
success,30,180,340,sma_180d_weight,550,6,4.056606319822853,2049.1035778040023,83.33333333333334,52561857.74354417,50512754.16574016,70,
success,30,180,340,stacksats_mvrv_weight,550,6,3.8733924779223106,1956.557220247174,83.33333333333334,52469311.38598735,50512754.16574016,70,
success,30,180,340,stacksats_momentum_weight,550,6,3.9160490537152315,1978.104231512967,83.33333333333334,52490858.39725313,50512754.16574016,70,
success,30,200,60,sma_200d_weight,290,6,4.189674164356871,2116.3198109871155,83.33333333333334,52629073.976727284,50512754.16574016,5,
success,30,200,60,stacksats_mvrv_weight,290,6,4.0199731435458075,2030.5991515280766,83.33333333333334,52543353.317268245,50512754.16574016,5,
success,30,200,60,stacksats_momentum_weight,290,6,4.111904674492828,2077.0362997561388,83.33333333333334,52589790.46549631,50512754.16574016,5,
success,30,200,90,sma_200d_weight,320,6,3.589758723275116,1813.28599903117,83.33333333333334,52326040.16477135,50512754.16574016,21,
success,30,200,90,stacksats_mvrv_weight,320,6,3.4215699850751236,1728.3292351697528,83.33333333333334,52241083.40090992,50512754.16574016,21,
success,30,200,90,stacksats_momentum_weight,320,6,3.4917901844233823,1763.7993918412249,83.33333333333334,52276553.55758141,50512754.16574016,21,
success,30,200,120,sma_200d_weight,350,6,2.734894401831389,1381.4704858896803,83.33333333333334,51894224.65162985,50512754.16574016,11,
success,30,200,120,stacksats_mvrv_weight,350,6,2.5802653898339356,1303.3631131904913,83.33333333333334,51816117.278930664,50512754.16574016,11,
success,30,200,120,stacksats_momentum_weight,350,6,2.657337071072985,1342.294142066181,83.33333333333334,51855048.30780636,50512754.16574016,11,
success,30,200,150,sma_200d_weight,380,6,2.0449508899795354,1032.9610158654832,83.33333333333334,51545715.18160565,50512754.16574016,10,
success,30,200,150,stacksats_mvrv_weight,380,6,1.8942431286599115,956.8343748814077,83.33333333333334,51469588.540621586,50512754.16574016,10,
success,30,200,150,stacksats_momentum_weight,380,6,1.9704581282877776,995.3326702808554,83.33333333333334,51508086.836021036,50512754.16574016,10,
success,30,200,180,sma_200d_weight,410,6,1.9069582948268105,963.2571555090544,83.33333333333334,51476011.32124923,50512754.16574016,10,
success,30,200,180,stacksats_mvrv_weight,410,6,1.758717338696325,888.3765657659242,83.33333333333334,51401130.7315061,50512754.16574016,10,
success,30,200,180,stacksats_momentum_weight,410,6,1.8335421206899793,926.172623949431,83.33333333333334,51438926.78968961,50512754.16574016,10,
success,30,200,200,sma_200d_weight,430,6,1.8716762105113194,945.4352029942238,83.33333333333334,51458189.3687344,50512754.16574016,10,
success,30,200,200,stacksats_mvrv_weight,430,6,1.7238112632203206,870.7445456718197,83.33333333333334,51383498.711412,50512754.16574016,10,
success,30,200,200,stacksats_momentum_weight,430,6,1.7982883219658685,908.364959265833,83.33333333333334,51421119.12500601,50512754.16574016,10,
success,30,200,210,sma_200d_weight,440,6,1.7856376726865797,901.9747678950152,83.33333333333334,51414728.9336352,50512754.16574016,10,
success,30,200,210,stacksats_mvrv_weight,440,6,1.6377224783154842,827.2587293885736,83.33333333333334,51340012.89512875,50512754.16574016,10,
success,30,200,210,stacksats_momentum_weight,440,6,1.7122470526071298,864.9031443935673,83.33333333333334,51377657.31013375,50512754.16574016,10,
success,30,200,240,sma_200d_weight,470,6,1.7943393470807756,906.3702232900541,83.33333333333334,51419124.389030226,50512754.16574016,10,
success,30,200,240,stacksats_mvrv_weight,470,6,1.6461551884768832,831.5183235419099,83.33333333333334,51344272.48928208,50512754.16574016,10,
success,30,200,240,stacksats_momentum_weight,470,6,1.7209470901251134,869.2977729573613,83.33333333333334,51382051.93869753,50512754.16574016,10,
success,30,200,270,sma_200d_weight,500,6,2.050786455095488,1035.908720526677,83.33333333333334,51548662.88626686,50512754.16574016,41,
success,30,200,270,stacksats_mvrv_weight,500,6,1.9312368035114158,975.5208989160164,83.33333333333334,51488275.06465619,50512754.16574016,41,
success,30,200,270,stacksats_momentum_weight,500,6,2.024497294474581,1022.6293414500105,83.33333333333334,51535383.507190175,50512754.16574016,41,
success,30,200,300,sma_200d_weight,530,6,2.117869250566584,1069.794088090508,83.33333333333334,51582548.253830686,50512754.16574016,65,
success,30,200,300,stacksats_mvrv_weight,530,6,1.9559869128635388,988.0228608088146,83.33333333333334,51500777.02654899,50512754.16574016,65,
success,30,200,300,stacksats_momentum_weight,530,6,2.007576079997886,1014.0819699795393,83.33333333333334,51526836.13571972,50512754.16574016,65,
success,30,200,340,sma_200d_weight,570,6,7.395841941745651,3735.843458520685,83.33333333333334,54248597.62426087,50512754.16574016,53,
success,30,200,340,stacksats_mvrv_weight,570,6,7.218193161421249,3646.1081668369807,83.33333333333334,54158862.332577154,50512754.16574016,53,
success,30,200,340,stacksats_momentum_weight,570,6,7.2553889783828485,3664.896798418733,83.33333333333334,54177650.96415892,50512754.16574016,53,
success,30,210,60,sma_210d_weight,300,6,3.8557661122043507,1947.6536574636993,83.33333333333334,52460407.82320386,50512754.16574016,36,
success,30,210,60,stacksats_mvrv_weight,300,6,3.6395049874674568,1838.414207169284,83.33333333333334,52351168.37290946,50512754.16574016,36,
success,30,210,60,stacksats_momentum_weight,300,6,3.8094386749297104,1924.2523929618692,83.33333333333334,52437006.55870205,50512754.16574016,36,
success,30,210,90,sma_210d_weight,330,6,3.2574866287536475,1645.4462127641818,83.33333333333334,52158200.37850435,50512754.16574016,23,
success,30,210,90,stacksats_mvrv_weight,330,6,3.0926159844202106,1562.16550950057,83.33333333333334,52074919.67524074,50512754.16574016,23,
success,30,210,90,stacksats_momentum_weight,330,6,3.158462860885103,1595.4265803350936,83.33333333333334,52108180.746075265,50512754.16574016,23,
success,30,210,120,sma_210d_weight,360,6,2.4625117659178075,1243.8825146204908,83.33333333333334,51756636.68036066,50512754.16574016,13,
success,30,210,120,stacksats_mvrv_weight,360,6,2.313873611546846,1168.8012891065882,83.33333333333334,51681555.454846755,50512754.16574016,13,
success,30,210,120,stacksats_momentum_weight,360,6,2.3864107836830684,1205.4418125465381,83.33333333333334,51718195.97828671,50512754.16574016,13,
success,30,210,150,sma_210d_weight,390,6,1.7948963073088242,906.6515592408541,83.33333333333334,51419405.724981025,50512754.16574016,12,
success,30,210,150,stacksats_mvrv_weight,390,6,1.6504357484331544,833.6805522695358,83.33333333333334,51346434.7180097,50512754.16574016,12,
success,30,210,150,stacksats_momentum_weight,390,6,1.7221010720837482,869.8806810272363,83.33333333333334,51382634.84676741,50512754.16574016,12,
success,30,210,180,sma_210d_weight,420,6,1.6476347112759582,832.2656712562311,83.33333333333334,51345019.83699639,50512754.16574016,12,
success,30,210,180,stacksats_mvrv_weight,420,6,1.5059108989936343,760.6770703637449,83.33333333333334,51273431.236103915,50512754.16574016,12,
success,30,210,180,stacksats_momentum_weight,420,6,1.5760256888750046,796.0939818103434,83.33333333333334,51308848.147550516,50512754.16574016,12,
success,30,210,200,sma_210d_weight,440,6,1.6051418499016812,810.8013566522495,83.33333333333334,51323555.522392415,50512754.16574016,12,
success,30,210,200,stacksats_mvrv_weight,440,6,1.4638734862259861,739.4428153947811,83.33333333333334,51252196.98113494,50512754.16574016,12,
success,30,210,200,stacksats_momentum_weight,440,6,1.533639160374789,774.6833788696385,83.33333333333334,51287437.544609815,50512754.16574016,12,
success,30,210,210,sma_210d_weight,450,6,1.5222120338677536,768.9112225489298,83.33333333333334,51281665.388289094,50512754.16574016,12,
success,30,210,210,stacksats_mvrv_weight,450,6,1.38086155992021,697.5112051316974,83.33333333333334,51210265.37087187,50512754.16574016,12,
success,30,210,210,stacksats_momentum_weight,450,6,1.4506914055090414,732.7841833683051,83.33333333333334,51245538.34910848,50512754.16574016,12,
success,30,210,240,sma_210d_weight,480,6,1.5219169536937471,768.7621694260451,83.33333333333334,51281516.335166216,50512754.16574016,12,
success,30,210,240,stacksats_mvrv_weight,480,6,1.3800664516936845,697.1095740678866,83.33333333333334,51209863.739808045,50512754.16574016,12,
success,30,210,240,stacksats_momentum_weight,480,6,1.4502994054539364,732.5861733441416,83.33333333333334,51245340.33908431,50512754.16574016,12,
success,30,210,270,sma_210d_weight,510,6,1.7772391886987426,897.732462324595,83.33333333333334,51410486.62806477,50512754.16574016,12,
success,30,210,270,stacksats_mvrv_weight,510,6,1.636237088757797,826.5084182128849,83.33333333333334,51339262.58395306,50512754.16574016,12,
success,30,210,270,stacksats_momentum_weight,510,6,1.7059707369052823,861.7328044724345,83.33333333333334,51374486.97021261,50512754.16574016,12,
success,30,210,300,sma_210d_weight,540,6,1.8425079252438081,930.7014987626899,83.33333333333334,51443455.66450287,50512754.16574016,38,
success,30,210,300,stacksats_mvrv_weight,540,6,1.6466813745709796,831.7841146300707,83.33333333333334,51344538.280370235,50512754.16574016,38,
success,30,210,300,stacksats_momentum_weight,540,6,1.7074071863303564,862.4583946392377,83.33333333333334,51375212.5603794,50512754.16574016,38,
success,30,210,340,sma_210d_weight,580,6,7.418828141731959,3747.4544212118126,83.33333333333334,54260208.586951986,50512754.16574016,27,
success,30,210,340,stacksats_mvrv_weight,580,6,7.215158806206001,3644.575430446588,83.33333333333334,54157329.59618676,50512754.16574016,27,
success,30,210,340,stacksats_momentum_weight,580,6,7.286156291576806,3680.438215695802,83.33333333333334,54193192.381435975,50512754.16574016,27,
success,30,240,60,sma_240d_weight,330,6,4.875896800257329,2462.9497640891714,83.33333333333334,52975703.929829344,50512754.16574016,71,
success,30,240,60,stacksats_mvrv_weight,330,6,4.683353517868172,2365.690849193299,83.33333333333334,52878445.01493348,50512754.16574016,71,
success,30,240,60,stacksats_momentum_weight,330,6,4.870534866788523,2460.241303817551,83.33333333333334,52972995.469557725,50512754.16574016,71,
success,30,240,90,sma_240d_weight,360,6,4.290456237228302,2167.2276116998037,83.33333333333334,52679981.77743998,50512754.16574016,60,
success,30,240,90,stacksats_mvrv_weight,360,6,4.093454220120996,2067.716467096834,83.33333333333334,52580470.632837005,50512754.16574016,60,
success,30,240,90,stacksats_momentum_weight,360,6,4.195909665622155,2119.4695344122447,83.33333333333334,52632223.70015242,50512754.16574016,60,
success,30,240,120,sma_240d_weight,390,6,3.4699477596811024,1752.766181527324,83.33333333333334,52265520.34726749,50512754.16574016,52,
success,30,240,120,stacksats_mvrv_weight,390,6,3.2874914779887465,1660.6024884961153,83.33333333333334,52173356.65423629,50512754.16574016,52,
success,30,240,120,stacksats_momentum_weight,390,6,3.394245086811365,1714.5266764837434,83.33333333333334,52227280.84222391,50512754.16574016,52,
success,30,240,150,sma_240d_weight,420,6,2.734217184472465,1381.1284047500012,83.33333333333334,51893882.57049017,50512754.16574016,58,
success,30,240,150,stacksats_mvrv_weight,420,6,2.5227927630425473,1274.3321065067648,83.33333333333334,51787086.27224694,50512754.16574016,58,
success,30,240,150,stacksats_momentum_weight,420,6,2.627398410966819,1327.1713002862307,83.33333333333334,51839925.4660264,50512754.16574016,58,
success,30,240,180,sma_240d_weight,450,6,2.5531401533019027,1289.6614091441952,83.33333333333334,51802415.57488436,50512754.16574016,60,
success,30,240,180,stacksats_mvrv_weight,450,6,2.3394724838932124,1181.7319845641105,83.33333333333334,51694486.150304295,50512754.16574016,60,
success,30,240,180,stacksats_momentum_weight,450,6,2.4424163668743892,1233.7317751030641,83.33333333333334,51746485.940843254,50512754.16574016,60,
success,30,240,200,sma_240d_weight,470,6,2.493216875182025,1259.3925109794436,83.33333333333334,51772146.67671961,50512754.16574016,60,
success,30,240,200,stacksats_mvrv_weight,470,6,2.280009182869458,1151.695433499146,83.33333333333334,51664449.59923932,50512754.16574016,60,
success,30,240,200,stacksats_momentum_weight,470,6,2.3826939240254807,1203.5643243650193,83.33333333333334,51716318.49010519,50512754.16574016,60,
success,30,240,210,sma_240d_weight,480,6,2.397548791144244,1211.0679268743625,83.33333333333334,51723822.092614524,50512754.16574016,60,
success,30,240,210,stacksats_mvrv_weight,480,6,2.1833861058999426,1102.8884561621671,83.33333333333334,51615642.62190235,50512754.16574016,60,
success,30,240,210,stacksats_momentum_weight,480,6,2.2859095798331452,1154.6758865122174,83.33333333333334,51667430.05225239,50512754.16574016,60,
success,30,240,240,sma_240d_weight,510,6,2.4576228157000335,1241.412971215701,83.33333333333334,51754167.13695588,50512754.16574016,60,
success,30,240,240,stacksats_mvrv_weight,510,6,2.2453587622480287,1134.1925517132477,83.33333333333334,51646946.71745342,50512754.16574016,60,
success,30,240,240,stacksats_momentum_weight,510,6,2.348253010652157,1186.1672704603116,83.33333333333334,51698921.43620048,50512754.16574016,60,
success,30,240,270,sma_240d_weight,540,6,2.5490537778949385,1287.5972683805812,83.33333333333334,51800351.43412075,50512754.16574016,57,
success,30,240,270,stacksats_mvrv_weight,540,6,2.3375804813919876,1180.776281991857,83.33333333333334,51693530.44773202,50512754.16574016,57,
success,30,240,270,stacksats_momentum_weight,540,6,2.426936135729374,1225.912284000493,83.33333333333334,51738666.44974068,50512754.16574016,57,
success,30,240,300,sma_240d_weight,570,6,2.5880965180789417,1307.3188317492968,83.33333333333334,51820072.99748947,50512754.16574016,38,
success,30,240,300,stacksats_mvrv_weight,570,6,2.3909646961164377,1207.7421191389367,83.33333333333334,51720496.28487912,50512754.16574016,38,
success,30,240,300,stacksats_momentum_weight,570,6,2.4764057784025795,1250.9007629906773,83.33333333333334,51763654.92873086,50512754.16574016,38,
success,30,240,340,sma_240d_weight,610,6,6.264338858062701,3164.2900874821426,83.33333333333334,53677044.2532223,50512754.16574016,19,
success,30,240,340,stacksats_mvrv_weight,610,6,6.123370254962079,3093.082963547051,83.33333333333334,53605837.12928721,50512754.16574016,19,
success,30,240,340,stacksats_momentum_weight,610,6,6.218724957005839,3141.249249775894,83.33333333333334,53654003.41551608,50512754.16574016,19,
success,30,270,60,sma_270d_weight,360,6,5.535459930291675,2796.1132665312907,83.33333333333334,53308867.432271466,50512754.16574016,21,
success,30,270,60,stacksats_mvrv_weight,360,6,5.410455003699655,2732.9698352667983,83.33333333333334,53245724.00100697,50512754.16574016,21,
success,30,270,60,stacksats_momentum_weight,360,6,5.4982687787946904,2777.326991604212,83.33333333333334,53290081.15734439,50512754.16574016,21,
success,30,270,90,sma_270d_weight,390,6,5.200309401064529,2626.8195036175966,83.33333333333334,53139573.66935776,50512754.16574016,42,
success,30,270,90,stacksats_mvrv_weight,390,6,4.993184370177439,2522.1949459498865,83.33333333333334,53034949.11169007,50512754.16574016,42,
success,30,270,90,stacksats_momentum_weight,390,6,5.073065286331047,2562.5449967519016,83.33333333333334,53075299.162492074,50512754.16574016,42,
success,30,270,120,sma_270d_weight,420,6,4.404136195999375,2224.6504898095445,83.33333333333334,52737404.65554972,50512754.16574016,33,
success,30,270,120,stacksats_mvrv_weight,420,6,4.205974597082207,2124.553608497612,83.33333333333334,52637307.7742378,50512754.16574016,33,
success,30,270,120,stacksats_momentum_weight,420,6,4.293019257000763,2168.522263576684,83.33333333333334,52681276.42931686,50512754.16574016,33,
success,30,270,150,sma_270d_weight,450,6,3.582818666265819,1809.7803850951095,83.33333333333334,52322534.55083528,50512754.16574016,38,
success,30,270,150,stacksats_mvrv_weight,450,6,3.361790696062328,1698.1330698686943,83.33333333333334,52210887.23560885,50512754.16574016,38,
success,30,270,150,stacksats_momentum_weight,450,6,3.448430889883336,1741.897417982218,83.33333333333334,52254651.58372238,50512754.16574016,38,
success,30,270,180,sma_270d_weight,480,6,3.335625694026545,1684.9164067128877,83.33333333333334,52197670.57245307,50512754.16574016,38,
success,30,270,180,stacksats_mvrv_weight,480,6,3.117802779867729,1574.8880535671997,83.33333333333334,52087642.21930737,50512754.16574016,38,
success,30,270,180,stacksats_momentum_weight,480,6,3.2031954829820464,1618.022259766818,83.33333333333334,52130776.425506994,50512754.16574016,38,
success,30,270,200,sma_270d_weight,500,6,3.2578808368607604,1645.6453381362298,83.33333333333334,52158399.5038764,50512754.16574016,38,
success,30,270,200,stacksats_mvrv_weight,500,6,3.040268302807414,1535.7232537760356,83.33333333333334,52048477.41951621,50512754.16574016,38,
success,30,270,200,stacksats_momentum_weight,500,6,3.1255432757434143,1578.7979912200972,83.33333333333334,52091552.156960264,50512754.16574016,38,
success,30,270,210,sma_270d_weight,510,6,3.1497125464704734,1591.0065555261026,83.33333333333334,52103760.72126627,50512754.16574016,38,
success,30,270,210,stacksats_mvrv_weight,510,6,2.9311714593769578,1480.6154334514213,83.33333333333334,51993369.5991916,50512754.16574016,38,
success,30,270,210,stacksats_momentum_weight,510,6,3.016499253290683,1523.7168522261054,83.33333333333334,52036471.01796628,50512754.16574016,38,
success,30,270,240,sma_270d_weight,540,6,3.185403315623647,1609.034946008309,83.33333333333334,52121789.11174847,50512754.16574016,38,
success,30,270,240,stacksats_mvrv_weight,540,6,2.9689923468020574,1499.719805339766,83.33333333333334,52012473.97107994,50512754.16574016,38,
success,30,270,240,stacksats_momentum_weight,540,6,3.054131591925535,1542.7259829275572,83.33333333333334,52055480.14866773,50512754.16574016,38,
success,30,270,270,sma_270d_weight,570,6,3.2260737776261372,1629.5787164976937,83.33333333333334,52142332.88223787,50512754.16574016,38,
success,30,270,270,stacksats_mvrv_weight,570,6,3.011203908111715,1521.0420275336364,83.33333333333334,52033796.1932738,50512754.16574016,38,
success,30,270,270,stacksats_momentum_weight,570,6,3.096269392004003,1564.0109462920445,83.33333333333334,52076765.11203221,50512754.16574016,38,
success,30,270,300,sma_270d_weight,600,6,3.24338631091734,1638.3237538789472,83.33333333333334,52151077.91961912,50512754.16574016,37,
success,30,270,300,stacksats_mvrv_weight,600,6,3.02979147195237,1530.4311179618599,83.33333333333334,52043185.28370203,50512754.16574016,37,
success,30,270,300,stacksats_momentum_weight,600,6,3.1153666232270893,1573.6574837522203,83.33333333333334,52086411.6494924,50512754.16574016,37,
success,30,270,340,sma_270d_weight,640,6,6.863273477437026,3466.828459380209,83.33333333333334,53979582.62512038,50512754.16574016,18,
success,30,270,340,stacksats_mvrv_weight,640,6,6.7214768302493955,3395.203067571063,83.33333333333334,53907957.233311236,50512754.16574016,18,
success,30,270,340,stacksats_momentum_weight,640,6,6.816442345446272,3443.1727648046945,83.33333333333334,53955926.93054487,50512754.16574016,18,
success,30,300,60,sma_300d_weight,390,6,6.496205540804656,3281.412334927845,83.33333333333334,53794166.50066802,50512754.16574016,75,
success,30,300,60,stacksats_mvrv_weight,390,6,6.332762581243934,3198.8527945637325,83.33333333333334,53711606.9603039,50512754.16574016,75,
success,30,300,60,stacksats_momentum_weight,390,6,6.386030372091556,3225.7598228041097,83.33333333333334,53738513.98854429,50512754.16574016,75,
success,30,300,90,sma_300d_weight,420,6,5.973449335523484,3017.35377806802,83.33333333333334,53530107.94380818,50512754.16574016,35,
success,30,300,90,stacksats_mvrv_weight,420,6,5.773538018580915,2916.373065991327,83.33333333333334,53429127.23173149,50512754.16574016,35,
success,30,300,90,stacksats_momentum_weight,420,6,5.85074538355983,2955.372632460967,83.33333333333334,53468126.798201144,50512754.16574016,35,
success,30,300,120,sma_300d_weight,450,6,5.197953716735992,2625.6295825838097,83.33333333333334,53138383.74832398,50512754.16574016,26,
success,30,300,120,stacksats_mvrv_weight,450,6,5.009128844065858,2530.24893884817,83.33333333333334,53043003.10458834,50512754.16574016,26,
success,30,300,120,stacksats_momentum_weight,450,6,5.093028995633575,2572.6292161542515,83.33333333333334,53085383.381894425,50512754.16574016,26,
success,30,300,150,sma_300d_weight,480,6,4.2914359959469905,2167.7225148127836,83.33333333333334,52680476.68055296,50512754.16574016,25,
success,30,300,150,stacksats_mvrv_weight,480,6,4.101825093128109,2071.94482560044,83.33333333333334,52584698.99134061,50512754.16574016,25,
success,30,300,150,stacksats_momentum_weight,480,6,4.185445663067333,2114.183878525837,83.33333333333334,52626938.04426601,50512754.16574016,25,
success,30,300,180,sma_300d_weight,510,6,3.991021615420154,2015.9749372987353,83.33333333333334,52528729.103038915,50512754.16574016,25,
success,30,300,180,stacksats_mvrv_weight,510,6,3.8041461219769035,1921.5789786997266,83.33333333333334,52434333.144439906,50512754.16574016,25,
success,30,300,180,stacksats_momentum_weight,510,6,3.886698669691513,1963.2785441843662,83.33333333333334,52476032.70992455,50512754.16574016,25,
success,30,300,200,sma_300d_weight,530,6,3.092090651585888,1561.900149417408,83.33333333333334,52074654.31515758,50512754.16574016,25,
success,30,300,200,stacksats_mvrv_weight,530,6,2.885710042640066,1457.651619774857,83.33333333333334,51970405.78551504,50512754.16574016,25,
success,30,300,200,stacksats_momentum_weight,530,6,2.974609249528637,1502.5570576057653,83.33333333333334,52015311.223345935,50512754.16574016,25,
success,30,300,210,sma_300d_weight,540,6,3.0244343189955947,1527.7250724585247,83.33333333333334,52040479.2381987,50512754.16574016,25,
success,30,300,210,stacksats_mvrv_weight,540,6,2.8171557980122053,1423.0229827158037,83.33333333333334,51935777.14845598,50512754.16574016,25,
success,30,300,210,stacksats_momentum_weight,540,6,2.9061022261928526,1467.9522733218982,83.33333333333334,51980706.43906208,50512754.16574016,25,
