column_name,root,sub_root,metric_type,time_horizon,unit,family,cohort_group,stem,cluster_key,reduction_group
day_utc,day,utc,utc,spot,none,Metadata,none,day_utc,Metadata | cohort=none | root=day | sub_root=utc | type=utc | time=spot | unit=none,Metadata | cohort=none
3m_lump_sum_stack_usd,lump,sum,sum_stack,3m,usd,Benchmarks & DCA,none,3m_lump_sum_stack,Benchmarks & DCA | cohort=none | root=lump | sub_root=sum | type=sum_stack | time=3m | unit=usd,Benchmarks & DCA | cohort=none
3m_price_returns,price,returns,price_returns,3m,none,Benchmarks & DCA,none,3m_price_returns,Benchmarks & DCA | cohort=none | root=price | sub_root=returns | type=price_returns | time=3m | unit=none,Benchmarks & DCA | cohort=none
3y_cagr,cagr,none,cagr,3y,none,Benchmarks & DCA,none,3y_cagr,Benchmarks & DCA | cohort=none | root=cagr | sub_root=none | type=cagr | time=3y | unit=none,Benchmarks & DCA | cohort=none
3y_dca_average_price,dca,average,average_price,3y,none,Benchmarks & DCA,none,3y_dca_average_price,Benchmarks & DCA | cohort=none | root=dca | sub_root=average | type=average_price | time=3y | unit=none,Benchmarks & DCA | cohort=none
3y_dca_average_price_sats,dca,average,average_price,3y,sats,Benchmarks & DCA,none,3y_dca_average_price,Benchmarks & DCA | cohort=none | root=dca | sub_root=average | type=average_price | time=3y | unit=sats,Benchmarks & DCA | cohort=none
3y_dca_cagr,dca,cagr,cagr,3y,none,Benchmarks & DCA,none,3y_dca_cagr,Benchmarks & DCA | cohort=none | root=dca | sub_root=cagr | type=cagr | time=3y | unit=none,Benchmarks & DCA | cohort=none
3y_dca_days_in_loss,dca,days,loss,3y,none,Benchmarks & DCA,none,3y_dca_days_in_loss,Benchmarks & DCA | cohort=none | root=dca | sub_root=days | type=loss | time=3y | unit=none,Benchmarks & DCA | cohort=none
3y_dca_days_in_profit,dca,days,profit,3y,none,Benchmarks & DCA,none,3y_dca_days_in_profit,Benchmarks & DCA | cohort=none | root=dca | sub_root=days | type=profit | time=3y | unit=none,Benchmarks & DCA | cohort=none
3y_dca_max_return,dca,max,max_return,3y,none,Benchmarks & DCA,none,3y_dca_max_return,Benchmarks & DCA | cohort=none | root=dca | sub_root=max | type=max_return | time=3y | unit=none,Benchmarks & DCA | cohort=none
3y_dca_min_return,dca,min,min_return,3y,none,Benchmarks & DCA,none,3y_dca_min_return,Benchmarks & DCA | cohort=none | root=dca | sub_root=min | type=min_return | time=3y | unit=none,Benchmarks & DCA | cohort=none
3y_dca_returns,dca,returns,returns,3y,none,Benchmarks & DCA,none,3y_dca_returns,Benchmarks & DCA | cohort=none | root=dca | sub_root=returns | type=returns | time=3y | unit=none,Benchmarks & DCA | cohort=none
3y_dca_stack,dca,stack,stack,3y,none,Benchmarks & DCA,none,3y_dca_stack,Benchmarks & DCA | cohort=none | root=dca | sub_root=stack | type=stack | time=3y | unit=none,Benchmarks & DCA | cohort=none
3y_dca_stack_btc,dca,stack,stack,3y,btc,Benchmarks & DCA,none,3y_dca_stack,Benchmarks & DCA | cohort=none | root=dca | sub_root=stack | type=stack | time=3y | unit=btc,Benchmarks & DCA | cohort=none
3y_dca_stack_usd,dca,stack,stack,3y,usd,Benchmarks & DCA,none,3y_dca_stack,Benchmarks & DCA | cohort=none | root=dca | sub_root=stack | type=stack | time=3y | unit=usd,Benchmarks & DCA | cohort=none
3y_lump_sum_days_in_loss,lump,sum,sum_loss,3y,none,Benchmarks & DCA,none,3y_lump_sum_days_in_loss,Benchmarks & DCA | cohort=none | root=lump | sub_root=sum | type=sum_loss | time=3y | unit=none,Benchmarks & DCA | cohort=none
3y_lump_sum_days_in_profit,lump,sum,sum_profit,3y,none,Benchmarks & DCA,none,3y_lump_sum_days_in_profit,Benchmarks & DCA | cohort=none | root=lump | sub_root=sum | type=sum_profit | time=3y | unit=none,Benchmarks & DCA | cohort=none
3y_lump_sum_max_return,lump,sum,sum_max_return,3y,none,Benchmarks & DCA,none,3y_lump_sum_max_return,Benchmarks & DCA | cohort=none | root=lump | sub_root=sum | type=sum_max_return | time=3y | unit=none,Benchmarks & DCA | cohort=none
3y_lump_sum_min_return,lump,sum,sum_min_return,3y,none,Benchmarks & DCA,none,3y_lump_sum_min_return,Benchmarks & DCA | cohort=none | root=lump | sub_root=sum | type=sum_min_return | time=3y | unit=none,Benchmarks & DCA | cohort=none
3y_lump_sum_returns,lump,sum,sum_returns,3y,none,Benchmarks & DCA,none,3y_lump_sum_returns,Benchmarks & DCA | cohort=none | root=lump | sub_root=sum | type=sum_returns | time=3y | unit=none,Benchmarks & DCA | cohort=none
3y_lump_sum_stack,lump,sum,sum_stack,3y,none,Benchmarks & DCA,none,3y_lump_sum_stack,Benchmarks & DCA | cohort=none | root=lump | sub_root=sum | type=sum_stack | time=3y | unit=none,Benchmarks & DCA | cohort=none
3y_lump_sum_stack_btc,lump,sum,sum_stack,3y,btc,Benchmarks & DCA,none,3y_lump_sum_stack,Benchmarks & DCA | cohort=none | root=lump | sub_root=sum | type=sum_stack | time=3y | unit=btc,Benchmarks & DCA | cohort=none
3y_lump_sum_stack_usd,lump,sum,sum_stack,3y,usd,Benchmarks & DCA,none,3y_lump_sum_stack,Benchmarks & DCA | cohort=none | root=lump | sub_root=sum | type=sum_stack | time=3y | unit=usd,Benchmarks & DCA | cohort=none
3y_price_returns,price,returns,price_returns,3y,none,Benchmarks & DCA,none,3y_price_returns,Benchmarks & DCA | cohort=none | root=price | sub_root=returns | type=price_returns | time=3y | unit=none,Benchmarks & DCA | cohort=none
4y_cagr,cagr,none,cagr,4y,none,Benchmarks & DCA,none,4y_cagr,Benchmarks & DCA | cohort=none | root=cagr | sub_root=none | type=cagr | time=4y | unit=none,Benchmarks & DCA | cohort=none
4y_dca_average_price,dca,average,average_price,4y,none,Benchmarks & DCA,none,4y_dca_average_price,Benchmarks & DCA | cohort=none | root=dca | sub_root=average | type=average_price | time=4y | unit=none,Benchmarks & DCA | cohort=none
4y_dca_average_price_sats,dca,average,average_price,4y,sats,Benchmarks & DCA,none,4y_dca_average_price,Benchmarks & DCA | cohort=none | root=dca | sub_root=average | type=average_price | time=4y | unit=sats,Benchmarks & DCA | cohort=none
4y_dca_cagr,dca,cagr,cagr,4y,none,Benchmarks & DCA,none,4y_dca_cagr,Benchmarks & DCA | cohort=none | root=dca | sub_root=cagr | type=cagr | time=4y | unit=none,Benchmarks & DCA | cohort=none
4y_dca_days_in_loss,dca,days,loss,4y,none,Benchmarks & DCA,none,4y_dca_days_in_loss,Benchmarks & DCA | cohort=none | root=dca | sub_root=days | type=loss | time=4y | unit=none,Benchmarks & DCA | cohort=none
4y_dca_days_in_profit,dca,days,profit,4y,none,Benchmarks & DCA,none,4y_dca_days_in_profit,Benchmarks & DCA | cohort=none | root=dca | sub_root=days | type=profit | time=4y | unit=none,Benchmarks & DCA | cohort=none
4y_dca_max_return,dca,max,max_return,4y,none,Benchmarks & DCA,none,4y_dca_max_return,Benchmarks & DCA | cohort=none | root=dca | sub_root=max | type=max_return | time=4y | unit=none,Benchmarks & DCA | cohort=none
4y_dca_min_return,dca,min,min_return,4y,none,Benchmarks & DCA,none,4y_dca_min_return,Benchmarks & DCA | cohort=none | root=dca | sub_root=min | type=min_return | time=4y | unit=none,Benchmarks & DCA | cohort=none
4y_dca_returns,dca,returns,returns,4y,none,Benchmarks & DCA,none,4y_dca_returns,Benchmarks & DCA | cohort=none | root=dca | sub_root=returns | type=returns | time=4y | unit=none,Benchmarks & DCA | cohort=none
4y_dca_stack,dca,stack,stack,4y,none,Benchmarks & DCA,none,4y_dca_stack,Benchmarks & DCA | cohort=none | root=dca | sub_root=stack | type=stack | time=4y | unit=none,Benchmarks & DCA | cohort=none
4y_dca_stack_btc,dca,stack,stack,4y,btc,Benchmarks & DCA,none,4y_dca_stack,Benchmarks & DCA | cohort=none | root=dca | sub_root=stack | type=stack | time=4y | unit=btc,Benchmarks & DCA | cohort=none
4y_dca_stack_usd,dca,stack,stack,4y,usd,Benchmarks & DCA,none,4y_dca_stack,Benchmarks & DCA | cohort=none | root=dca | sub_root=stack | type=stack | time=4y | unit=usd,Benchmarks & DCA | cohort=none
4y_lump_sum_days_in_loss,lump,sum,sum_loss,4y,none,Benchmarks & DCA,none,4y_lump_sum_days_in_loss,Benchmarks & DCA | cohort=none | root=lump | sub_root=sum | type=sum_loss | time=4y | unit=none,Benchmarks & DCA | cohort=none
4y_lump_sum_days_in_profit,lump,sum,sum_profit,4y,none,Benchmarks & DCA,none,4y_lump_sum_days_in_profit,Benchmarks & DCA | cohort=none | root=lump | sub_root=sum | type=sum_profit | time=4y | unit=none,Benchmarks & DCA | cohort=none
4y_lump_sum_max_return,lump,sum,sum_max_return,4y,none,Benchmarks & DCA,none,4y_lump_sum_max_return,Benchmarks & DCA | cohort=none | root=lump | sub_root=sum | type=sum_max_return | time=4y | unit=none,Benchmarks & DCA | cohort=none
4y_lump_sum_min_return,lump,sum,sum_min_return,4y,none,Benchmarks & DCA,none,4y_lump_sum_min_return,Benchmarks & DCA | cohort=none | root=lump | sub_root=sum | type=sum_min_return | time=4y | unit=none,Benchmarks & DCA | cohort=none
4y_lump_sum_returns,lump,sum,sum_returns,4y,none,Benchmarks & DCA,none,4y_lump_sum_returns,Benchmarks & DCA | cohort=none | root=lump | sub_root=sum | type=sum_returns | time=4y | unit=none,Benchmarks & DCA | cohort=none
4y_lump_sum_stack,lump,sum,sum_stack,4y,none,Benchmarks & DCA,none,4y_lump_sum_stack,Benchmarks & DCA | cohort=none | root=lump | sub_root=sum | type=sum_stack | time=4y | unit=none,Benchmarks & DCA | cohort=none
4y_lump_sum_stack_btc,lump,sum,sum_stack,4y,btc,Benchmarks & DCA,none,4y_lump_sum_stack,Benchmarks & DCA | cohort=none | root=lump | sub_root=sum | type=sum_stack | time=4y | unit=btc,Benchmarks & DCA | cohort=none
4y_lump_sum_stack_usd,lump,sum,sum_stack,4y,usd,Benchmarks & DCA,none,4y_lump_sum_stack,Benchmarks & DCA | cohort=none | root=lump | sub_root=sum | type=sum_stack | time=4y | unit=usd,Benchmarks & DCA | cohort=none
4y_price_returns,price,returns,price_returns,4y,none,Benchmarks & DCA,none,4y_price_returns,Benchmarks & DCA | cohort=none | root=price | sub_root=returns | type=price_returns | time=4y | unit=none,Benchmarks & DCA | cohort=none
5y_cagr,cagr,none,cagr,5y,none,Benchmarks & DCA,none,5y_cagr,Benchmarks & DCA | cohort=none | root=cagr | sub_root=none | type=cagr | time=5y | unit=none,Benchmarks & DCA | cohort=none
5y_dca_average_price,dca,average,average_price,5y,none,Benchmarks & DCA,none,5y_dca_average_price,Benchmarks & DCA | cohort=none | root=dca | sub_root=average | type=average_price | time=5y | unit=none,Benchmarks & DCA | cohort=none
5y_dca_average_price_sats,dca,average,average_price,5y,sats,Benchmarks & DCA,none,5y_dca_average_price,Benchmarks & DCA | cohort=none | root=dca | sub_root=average | type=average_price | time=5y | unit=sats,Benchmarks & DCA | cohort=none
5y_dca_cagr,dca,cagr,cagr,5y,none,Benchmarks & DCA,none,5y_dca_cagr,Benchmarks & DCA | cohort=none | root=dca | sub_root=cagr | type=cagr | time=5y | unit=none,Benchmarks & DCA | cohort=none
5y_dca_days_in_loss,dca,days,loss,5y,none,Benchmarks & DCA,none,5y_dca_days_in_loss,Benchmarks & DCA | cohort=none | root=dca | sub_root=days | type=loss | time=5y | unit=none,Benchmarks & DCA | cohort=none
5y_dca_days_in_profit,dca,days,profit,5y,none,Benchmarks & DCA,none,5y_dca_days_in_profit,Benchmarks & DCA | cohort=none | root=dca | sub_root=days | type=profit | time=5y | unit=none,Benchmarks & DCA | cohort=none
5y_dca_max_return,dca,max,max_return,5y,none,Benchmarks & DCA,none,5y_dca_max_return,Benchmarks & DCA | cohort=none | root=dca | sub_root=max | type=max_return | time=5y | unit=none,Benchmarks & DCA | cohort=none
5y_dca_min_return,dca,min,min_return,5y,none,Benchmarks & DCA,none,5y_dca_min_return,Benchmarks & DCA | cohort=none | root=dca | sub_root=min | type=min_return | time=5y | unit=none,Benchmarks & DCA | cohort=none
5y_dca_returns,dca,returns,returns,5y,none,Benchmarks & DCA,none,5y_dca_returns,Benchmarks & DCA | cohort=none | root=dca | sub_root=returns | type=returns | time=5y | unit=none,Benchmarks & DCA | cohort=none
5y_dca_stack,dca,stack,stack,5y,none,Benchmarks & DCA,none,5y_dca_stack,Benchmarks & DCA | cohort=none | root=dca | sub_root=stack | type=stack | time=5y | unit=none,Benchmarks & DCA | cohort=none
5y_dca_stack_btc,dca,stack,stack,5y,btc,Benchmarks & DCA,none,5y_dca_stack,Benchmarks & DCA | cohort=none | root=dca | sub_root=stack | type=stack | time=5y | unit=btc,Benchmarks & DCA | cohort=none
5y_dca_stack_usd,dca,stack,stack,5y,usd,Benchmarks & DCA,none,5y_dca_stack,Benchmarks & DCA | cohort=none | root=dca | sub_root=stack | type=stack | time=5y | unit=usd,Benchmarks & DCA | cohort=none
5y_lump_sum_days_in_loss,lump,sum,sum_loss,5y,none,Benchmarks & DCA,none,5y_lump_sum_days_in_loss,Benchmarks & DCA | cohort=none | root=lump | sub_root=sum | type=sum_loss | time=5y | unit=none,Benchmarks & DCA | cohort=none
5y_lump_sum_days_in_profit,lump,sum,sum_profit,5y,none,Benchmarks & DCA,none,5y_lump_sum_days_in_profit,Benchmarks & DCA | cohort=none | root=lump | sub_root=sum | type=sum_profit | time=5y | unit=none,Benchmarks & DCA | cohort=none
5y_lump_sum_max_return,lump,sum,sum_max_return,5y,none,Benchmarks & DCA,none,5y_lump_sum_max_return,Benchmarks & DCA | cohort=none | root=lump | sub_root=sum | type=sum_max_return | time=5y | unit=none,Benchmarks & DCA | cohort=none
5y_lump_sum_min_return,lump,sum,sum_min_return,5y,none,Benchmarks & DCA,none,5y_lump_sum_min_return,Benchmarks & DCA | cohort=none | root=lump | sub_root=sum | type=sum_min_return | time=5y | unit=none,Benchmarks & DCA | cohort=none
5y_lump_sum_returns,lump,sum,sum_returns,5y,none,Benchmarks & DCA,none,5y_lump_sum_returns,Benchmarks & DCA | cohort=none | root=lump | sub_root=sum | type=sum_returns | time=5y | unit=none,Benchmarks & DCA | cohort=none
5y_lump_sum_stack,lump,sum,sum_stack,5y,none,Benchmarks & DCA,none,5y_lump_sum_stack,Benchmarks & DCA | cohort=none | root=lump | sub_root=sum | type=sum_stack | time=5y | unit=none,Benchmarks & DCA | cohort=none
5y_lump_sum_stack_btc,lump,sum,sum_stack,5y,btc,Benchmarks & DCA,none,5y_lump_sum_stack,Benchmarks & DCA | cohort=none | root=lump | sub_root=sum | type=sum_stack | time=5y | unit=btc,Benchmarks & DCA | cohort=none
5y_lump_sum_stack_usd,lump,sum,sum_stack,5y,usd,Benchmarks & DCA,none,5y_lump_sum_stack,Benchmarks & DCA | cohort=none | root=lump | sub_root=sum | type=sum_stack | time=5y | unit=usd,Benchmarks & DCA | cohort=none
5y_price_returns,price,returns,price_returns,5y,none,Benchmarks & DCA,none,5y_price_returns,Benchmarks & DCA | cohort=none | root=price | sub_root=returns | type=price_returns | time=5y | unit=none,Benchmarks & DCA | cohort=none
6m_dca_average_price,dca,average,average_price,6m,none,Benchmarks & DCA,none,6m_dca_average_price,Benchmarks & DCA | cohort=none | root=dca | sub_root=average | type=average_price | time=6m | unit=none,Benchmarks & DCA | cohort=none
6m_dca_average_price_sats,dca,average,average_price,6m,sats,Benchmarks & DCA,none,6m_dca_average_price,Benchmarks & DCA | cohort=none | root=dca | sub_root=average | type=average_price | time=6m | unit=sats,Benchmarks & DCA | cohort=none
6m_dca_days_in_loss,dca,days,loss,6m,none,Benchmarks & DCA,none,6m_dca_days_in_loss,Benchmarks & DCA | cohort=none | root=dca | sub_root=days | type=loss | time=6m | unit=none,Benchmarks & DCA | cohort=none
6m_dca_days_in_profit,dca,days,profit,6m,none,Benchmarks & DCA,none,6m_dca_days_in_profit,Benchmarks & DCA | cohort=none | root=dca | sub_root=days | type=profit | time=6m | unit=none,Benchmarks & DCA | cohort=none
6m_dca_max_return,dca,max,max_return,6m,none,Benchmarks & DCA,none,6m_dca_max_return,Benchmarks & DCA | cohort=none | root=dca | sub_root=max | type=max_return | time=6m | unit=none,Benchmarks & DCA | cohort=none
6m_dca_min_return,dca,min,min_return,6m,none,Benchmarks & DCA,none,6m_dca_min_return,Benchmarks & DCA | cohort=none | root=dca | sub_root=min | type=min_return | time=6m | unit=none,Benchmarks & DCA | cohort=none
6m_dca_returns,dca,returns,returns,6m,none,Benchmarks & DCA,none,6m_dca_returns,Benchmarks & DCA | cohort=none | root=dca | sub_root=returns | type=returns | time=6m | unit=none,Benchmarks & DCA | cohort=none
6m_dca_stack,dca,stack,stack,6m,none,Benchmarks & DCA,none,6m_dca_stack,Benchmarks & DCA | cohort=none | root=dca | sub_root=stack | type=stack | time=6m | unit=none,Benchmarks & DCA | cohort=none
6m_dca_stack_btc,dca,stack,stack,6m,btc,Benchmarks & DCA,none,6m_dca_stack,Benchmarks & DCA | cohort=none | root=dca | sub_root=stack | type=stack | time=6m | unit=btc,Benchmarks & DCA | cohort=none
6m_dca_stack_usd,dca,stack,stack,6m,usd,Benchmarks & DCA,none,6m_dca_stack,Benchmarks & DCA | cohort=none | root=dca | sub_root=stack | type=stack | time=6m | unit=usd,Benchmarks & DCA | cohort=none
6m_lump_sum_days_in_loss,lump,sum,sum_loss,6m,none,Benchmarks & DCA,none,6m_lump_sum_days_in_loss,Benchmarks & DCA | cohort=none | root=lump | sub_root=sum | type=sum_loss | time=6m | unit=none,Benchmarks & DCA | cohort=none
6m_lump_sum_days_in_profit,lump,sum,sum_profit,6m,none,Benchmarks & DCA,none,6m_lump_sum_days_in_profit,Benchmarks & DCA | cohort=none | root=lump | sub_root=sum | type=sum_profit | time=6m | unit=none,Benchmarks & DCA | cohort=none
6m_lump_sum_max_return,lump,sum,sum_max_return,6m,none,Benchmarks & DCA,none,6m_lump_sum_max_return,Benchmarks & DCA | cohort=none | root=lump | sub_root=sum | type=sum_max_return | time=6m | unit=none,Benchmarks & DCA | cohort=none
6m_lump_sum_min_return,lump,sum,sum_min_return,6m,none,Benchmarks & DCA,none,6m_lump_sum_min_return,Benchmarks & DCA | cohort=none | root=lump | sub_root=sum | type=sum_min_return | time=6m | unit=none,Benchmarks & DCA | cohort=none
6m_lump_sum_returns,lump,sum,sum_returns,6m,none,Benchmarks & DCA,none,6m_lump_sum_returns,Benchmarks & DCA | cohort=none | root=lump | sub_root=sum | type=sum_returns | time=6m | unit=none,Benchmarks & DCA | cohort=none
6m_lump_sum_stack,lump,sum,sum_stack,6m,none,Benchmarks & DCA,none,6m_lump_sum_stack,Benchmarks & DCA | cohort=none | root=lump | sub_root=sum | type=sum_stack | time=6m | unit=none,Benchmarks & DCA | cohort=none
6m_lump_sum_stack_btc,lump,sum,sum_stack,6m,btc,Benchmarks & DCA,none,6m_lump_sum_stack,Benchmarks & DCA | cohort=none | root=lump | sub_root=sum | type=sum_stack | time=6m | unit=btc,Benchmarks & DCA | cohort=none
6m_lump_sum_stack_usd,lump,sum,sum_stack,6m,usd,Benchmarks & DCA,none,6m_lump_sum_stack,Benchmarks & DCA | cohort=none | root=lump | sub_root=sum | type=sum_stack | time=6m | unit=usd,Benchmarks & DCA | cohort=none
6m_price_returns,price,returns,price_returns,6m,none,Benchmarks & DCA,none,6m_price_returns,Benchmarks & DCA | cohort=none | root=price | sub_root=returns | type=price_returns | time=6m | unit=none,Benchmarks & DCA | cohort=none
6y_cagr,cagr,none,cagr,6y,none,Benchmarks & DCA,none,6y_cagr,Benchmarks & DCA | cohort=none | root=cagr | sub_root=none | type=cagr | time=6y | unit=none,Benchmarks & DCA | cohort=none
6y_dca_average_price,dca,average,average_price,6y,none,Benchmarks & DCA,none,6y_dca_average_price,Benchmarks & DCA | cohort=none | root=dca | sub_root=average | type=average_price | time=6y | unit=none,Benchmarks & DCA | cohort=none
6y_dca_average_price_sats,dca,average,average_price,6y,sats,Benchmarks & DCA,none,6y_dca_average_price,Benchmarks & DCA | cohort=none | root=dca | sub_root=average | type=average_price | time=6y | unit=sats,Benchmarks & DCA | cohort=none
6y_dca_cagr,dca,cagr,cagr,6y,none,Benchmarks & DCA,none,6y_dca_cagr,Benchmarks & DCA | cohort=none | root=dca | sub_root=cagr | type=cagr | time=6y | unit=none,Benchmarks & DCA | cohort=none
